sno,username,vehicle_no,rf_id,empty_weight
2031,tambaram_micro,"TN 11 BA 1858",E2806894000A7006EF08ED66,1260
2032,tambaram_micro,"TN 49 BC 6252",E2806894000A7006EF02B540,3910
2033,tambaram_micro,"TN 11 AZ 8987",E2806894000A6006EF02C8C6,1275
2034,tambaram_micro,"TN 11 AH 5751",E2806894000A7006EF08D608,1200
2035,tambaram_micro,"TN 05 Y 9409",E2806894000A7006EF087564,1290
2036,tambaram_micro,"TN 11 AZ 8975",E2806894000A7006EF085D29,1315
2037,tambaram_micro,"TN 11 BK 6658",E2806894000A7006EF00EDDA,1975
2038,tambaram_micro,"TN 09 DE 1156",E2806894000A7006EF079DAE,1475
2039,tambaram_micro,"TN 11 BK 7974",E2806894000A7006EF01C07E,1950
2040,tambaram_micro,"TN 11 BA 1851",E2806894000A6006EF02F089,1265
2041,tambaram_micro,"TN 22 DH 9522",E2806894000A6006EF08822C,5100
2042,tambaram_micro,"TN 22 DH 9511",E2806894000A7006EF0881B4,1200
2043,tambaram_micro,"TN 19 H 3116",E2806894000A6006EF003152,1330
2044,tambaram_micro,"TN 11 BD 7751",E2806894000A6006EF0666BB,650
2045,tambaram_micro,"TN 22 DH 3035",E2806894000A7006EF079DCE,10260
2046,tambaram_micro,"TN 65 BU 2831",E2004704C6806426A0950108,1200
2047,tambaram_micro,"TN 11 BK 6690",E2806894000A6006EF037680,1965
2049,tambaram_micro,"TN 12 BB 1838",E2806894000A7006EF06ACD9,3370
2050,tambaram_micro,"TN 11 BP 9022",E2806894000A7006EF08AD45,10930
2052,tambaram_micro,"TN 11 AK 5416",E2806894000A6006EF086DF0,1240
2053,tambaram_micro,"TN 09 DD 3828",E2806894000A6006EF088CE1,1280
2055,tambaram_micro,"TN 10 XB 9146",E2806894000A7006EF02D4EE,1185
2056,tambaram_micro,"TN 11 BA 1846",E2806894000A7006EF0325AC,1280
2057,tambaram_micro,"TN 11 BA 1887",E2806894000A7006EF02487D,1285
2058,tambaram_micro,"TN 11 AH 5711",E2806894000A6006EF02E861,1135
2059,tambaram_micro,"TN 11 BK 7962",E2806894000A7006EF04A9BB,1970
2060,tambaram_micro,"TN 09 DC 7368",E200470688606426BCB30110,1280
2061,tambaram_micro,"TN 85 H 5127",E2806894000A6006EF02A8AF,1285
2062,tambaram_micro,"TN 20 AS 2428",E2004706BF206426C01F010E,1200
2063,tambaram_micro,"TN 11 BD 7794",E2806894000A6006EF06EE2B,710
2064,tambaram_micro,"TN 64 AA 5155",E2806894000A7006EF06C228,1550
2065,tambaram_micro,"TN 12 BB 1865",E2806894000A7006EF020D02,3320
2066,tambaram_micro,"TN 09 DC 7816",E2806894000A7006EF08C639,715
2067,tambaram_micro,"TN 64 AA 5195",E2004704ED406426A3010112,1335
2068,tambaram_micro,"TN 11 BA 1830",E2806894000A6006EF07A22D,1300
2069,tambaram_micro,"TN 09 DC 7386",E2806894000A7006EF06A579,1260
2070,tambaram_micro,"TN 09 DC 7349",E200470621206426B63F0112,1125
2071,tambaram_micro,"TN 09 DE 1143",E2806894000A6006EF080052,1400
2072,tambaram_micro,"TN 07 AM 1073",E2806894000A7006EF08462C,1200
2073,tambaram_micro,"TN 64 AA 7506",E2806894000A40156916B274,1360
2074,tambaram_micro,"TN 09 DC 8096",E2806894000A6006EF055571,1255
2075,tambaram_micro,"TN 11 AJ 8220",E2806894000A6006EF02F46F,1240
2076,tambaram_micro,"TN 09 CY 7039",E2806894000A6006EF064923,850
2077,tambaram_micro,"TN 11 AZ 8937",E2806894000A7006EF08522F,1260
2078,tambaram_micro,"TN 64 AA 7507",E2806894000A6006EF08FD8D,1355
2079,tambaram_micro,"TN 09 CY 7022",E2806894000A7006EF07D99D,835
2080,tambaram_micro,"TN 05 AH 7967",E2806894000A7006EF0985D1,1185
2081,tambaram_micro,"TN 10 V 2046",E2806894000A6006EF081522,1175
2082,tambaram_micro,"TN 22 CV 0774",E2806894000A7006EF0811AC,1115
2083,tambaram_micro,"TN 64 AA 7987",E2806894000A7006EF063A01,1300
2084,tambaram_micro,"TN 20 BT 0446",E2004704FD406426A4010113,1280
2085,tambaram_micro,"TN 07 BL 2918",E2806894000A7006EF085D01,1230
2086,tambaram_micro,"TN 09 DC 8031",E2806894000A6006EF00FDB9,1175
2087,tambaram_micro,"TN 09 DC 8055",E2806894000A6006EF07E5D2,1150
2088,tambaram_micro,"TN 64 AA 5195",E2806894000A401569138085,1335
2089,tambaram_micro,"TN 09 CY 7012",E2806894000A6006EF0299F2,800
2090,tambaram_micro,"TN 09 CY 7099",E2806894000A6006EF0814EC,710
2092,tambaram_micro,"TN 09 DC 7371",E2806894000A6006EF089DC9,1220
2093,tambaram_micro,"TN 72 AR 5164",E2806894000A6006EF052124,5400
2094,tambaram_micro,"TN 09 DE 1130",E2806894000A7006EF0081AE,1320
2095,tambaram_micro,"TN 11 BA 1879",E2806894000A6006EF087081,1200
2096,tambaram_micro,"TN 11 BD 7603",E2806894000A6006EF088251,695
2097,tambaram_micro,"TN 38 DF 8386",E2806894000A6006EF0214F8,9430
2098,tambaram_micro,"TN 09 DA 4017",E2806894000A7006EF031A96,12860
2099,tambaram_micro,"TN 09 AS 0804",E2806894000A7006EF02BCB5,1215
2100,tambaram_micro,"TN 09 DC 7367",E2806894000A7006EF07BCBC,1110
2101,tambaram_micro,"TN 85 H 5173",E2806894000A7006EF080550,1195
2102,tambaram_micro,"TN 12 BB 1873",E2806894000A6006EF022A22,3460
2103,tambaram_micro,"TN 11 AZ 8997",E2806894000A7006EF00B0DB,1335
2104,tambaram_micro,"TN 12 BB 1867",E2806894000A7006EF031CC0,3360
2105,tambaram_micro,"TN 11 BK 6664",E2806894000A7006EF090585,1915
2106,tambaram_micro,"TN 22 BV 8748",E2806894000A7006EF09A4FF,1320
2107,tambaram_micro,"TN 22 BF 8854",E2806894000A7006EF083C9C,1265
2108,tambaram_micro,"TN 85 H 5109",E2806894000A6006EF08D63C,1200
2109,tambaram_micro,"TN 85 H 5168",E2806894000A6006EF017237,1100
2110,tambaram_micro,"TN 11 AY 9381",E2806894000A6006EF02C890,1340
2112,tambaram_micro,"TN 85 H 4480",E280691500004020ED96F4BD,1330
2113,tambaram_micro,"TN 85 H 4442",E2806894000A6006EF0879E2,1255
2114,tambaram_micro,"TN 12 BB 1824",E2806894000A7006EF02BCD9,3560
2115,tambaram_micro,"TN 12 BB 1840",E280691500004020ED91F4BC,3670
2116,tambaram_micro,"TN 32 M 8758",E280691500004020ED9894BC,3350
2117,tambaram_micro,"TN 11 AZ 8950",E280691500004020ED92E8BD,1290
2118,kumbakonam,"TN 18 R 0474 (GWCV)",E2806894000A7006EF094536,3400
2119,kumbakonam_micro,"TN 18 2895 (GWCV)",E2806894000A7006EF06C5BF,3300
2120,kumbakonam,"TN 18 2895 (GWCV)",E2806894000A7006EF07B4F3,3400
2122,tambaram,"TN 11 BK 0785",E2806894000A6006EF00697D,1250
2123,kumbakonam,"TN 68 F 1726",E2806894000A6006EF02488A,4300
2124,tambaram,"TN 09 DC 7798",E2806894000A6006EF0225FA,710
2125,Ourland,"TN 50 C 9675",E28069952000500662D4CE6F,2980
2126,tambaram,"TN 12 BB 1833",E2806894000A6006EF07DC71,3190
2129,tambaram,"TN 22 CC 4547",E2806894000A7006EF09C989,1550
2130,tambaram,"TN 11 AP 7314",E2806894000A7006EF0960F7,1110
2133,tambaram,"TN 22 BY 7330",E2806894000A6006EF02FE8B,1095
2135,tambaram,"TN 04 AC 7609",E2806894000A7006EF019D6D,1300
2136,mmc,TN38AB1234,TPR123456,4250
2137,mmc,TN38ABf1234,TPR23f456,4250
2138,tambaram,"TN 21 BU 6720",E280691500004020ED91C4BC,3700
2139,"MMC LCV","TN 59 CE 8992 N",rts,1234
2140,"MMC LCV",@#1231,gos,2323
2141,"MMC DUMPER",qwertyqeert,E28069950000400662DFD,7890
2142,tiruppur,gshs,E20047063EE06426B81YWYWY,580
2143,"MMC LCV","Testing 1",E200470513F06426A56C01121234,5678
2144,Ourland,TestingRts,tiruppur12312345,789
2145,"MMC DUMPER",rts1,qwerty123,456
2146,"MMC LCV",rts2,asdf000000,9080
2147,maduraitractor,jdjdi,E20047063EE06426B81US,89
2149,,,nullHDHDU,0
2151,tambaram,"TN 11 BA 1879",E2806894000A6006EF021653,1200
2152,kumbakonam_micro,"TN 06 AD 8643 (PVT)",E2806894000A7006EF01ACFA,1050
2153,tambaram,"TN 12 BB 1872",E2806894000A6006EF0988E4,3460
2154,tambaram,"TN 11 AH 5740",E280691500005020ED9174BC,1140
2155,tambaram,"TN 22 BX 3570",E280691500005020ED9214BC,1200
2156,kodaikanal,"TN 57 BU 3265",E2004703E350642692620112,1000
2157,"kumbakonam ","TN 06 AD 8643 (PVT)",E2806894000A7006EF01ACFA,1050
2158,tambaram,"TN 11 AH 5713",E280691500005020ED962CBC,1135
2159,tambaram,"TN 11 AZ 8960",E280691500004020ED98A8BC,1250
2160,tambaram,"TN 11 BD 7502",E280691500005020ED9500BB,705
2161,tambaram,"TN 11 AZ 8966",E280691500005020ED9828BB,1270
2162,tambaram,"TN 09 DE 1135",E2806894000A6006EF023E74,1375
2163,tambaram,"TN 11 AZ 8956",E280691500004020ED9828BB,1270
2166,tambaram,"TN 20 AU 0420",E280691500005020ED98F4BB,1200
2167,maduraitractor,"TN 50 L 2692",E28069952000400662D80E70,2955
2168,maduraitractor,"TN 59 CF 2568",E28069952000500662D80670,2955
2169,maduraitractor,,E28069952000400662D00000,2955
2170,maduraitractor,"TN  65 AB 4767",E28069952000400662D4126F,2955
2172,maduraitractor,"TN 20 CV 8754",E28069952000400662D63272,2950
2173,maduraitractor,"TN 51 E 4683",E28069952000500662D11111,2995
2174,"MMC DUMPER","TN 64 AD 2454",E2806894000A6006EF089D7E,2990
2194,maduraitractor,"TN 74 AH 3199",E2806894000A7006EF02F1E0,2755
2195,tambaram,"TN 10 R 0370",E280691500004020ED91A0BB,1150
2196,tambaram,"TN 09 DD 2851",E280691500004020ED9310BD,1395
2197,tambaram,"TN 85 H 4446",E280691500004020ED9398BE,1200
2199,maduraitractor,"TN 51 E 4682",E2806894000A6006EF067E69,2955
2200,tambaram,"TN 11 AH 5765",E280691500004020ED92C4BC,1185
2201,tambaram,"TN 22 BY 8483",E280691500004020ED92FCBE,1120
2202,hosur,"TN 24 AX 5271",E28069952000400662D65271,3330
2203,tambaram,"TN 12 BB 1867",E280691500004020ED9570BB,3360
2204,tambaram,"TN 64 AA 7529",E280691500004020ED91D4BD,1430
2205,tambaram,"TN 11 AA 5220",E280691500005020ED9624BB,1130
2206,tambaram,"TN 21 AJ 5241",E2806894000A6006EF09519E,1200
2207,tambaram,"TN 21 X 6318",E280691500005020ED9100BC,3480
2209,tambaram,"TN 09 DC 7495",E2806894000A6006EF08F601,1190
2210,tambaram,"TN 11 BD 7758",E2806894000A7006EF07C213,700
2211,tambaram,"TN 11 AW 1207",E2806894000A7006EF0918FD,1190
2212,tambaram,"TN 09 DE 1168",E280691500005020ED9254BE,1355
2215,maduraitractor,"TN 65 Z 2999",E28069952000500662D2926F,2990
2216,tambaram,"TN 38 DM 4390",E2806894000A6006EF08C967,8940
2217,tambaram,"TN 38 DL 6991",E2806894000A7006EF099D41,9070
2218,tambaram,"TN 11 BD 7273",E280691500004020ED9728BD,695
2219,tuty,"TN69 BS 3639 test",E28069952000500662D55671,1100
2220,tiruppur,"TN 20 BV 6298",E2806894000A7006EF08CC8D,7130
2221,tiruppur,"TN 12 Q 3992",E280691500005020ED97B4BC,6210
2222,tiruppur,"TN 22 AZ 1422",E2806894000A6006EF0999CC,8050
2223,tiruppur,"TN 38 AW 5470",E280691500004020ED919CBB,7730
2224,tambaram,"TN 09 DE 1130",E280691500004020ED9638BB,1320
2225,tambaram,"TN 11 AK 5420",E2806894000A7006EF079E26,1200
2226,kumbakonam_micro,"TN 06 AD 8638 (PVT)",E2806894000A7006EF06398A,1050
2227,tambaram,"TN 09 DC 7830",E280691500004020ED98D0BC,710
2228,tambaram,"TN 11 BK 7963",E2806894000A6006EF08E506,1995
2229,tambaram,"TN 12 BB 1865",E2806894000A7006EF020D02,3320
2230,tuty,"TN 69 BF 8170",E28069952000400662D80270,1250
2231,tambaram,"TN 11 AK 5430",E2806894000A6006EF07BC9A,1325
2232,kumbakonam,TN20BT1375(GWCV),E2806894000A7006EF018C7C,2300
2240,tambaram,"TN 09 AS 0804",E2806894000A7006EF02BCB5,1215
2242,tambaram,"TN 64 AA 5195",E2004704ED406426A3010112,1335
2245,Hosur,"KA 41 A 5658",E20047063EE06426B81IO,666
2246,Hosur,"BOV 06/125",E20047063EE06426B81FH,22
2252,tuty,"TN 69 BS 5103",E20047055BC06426A9E9010A,900
2253,tambaram,"TN 12 BB 1810",E280691500004020ED9280BC,3650
2254,tambaram,"TN 38 DM 4390",E2806894000A7006EF095E09,8940
2255,tambaram,"TN 12 BB 1873",E280691500004020ED9444BE,3460
2256,tambaram,"TN 38 DM 4390",E280691500004020ED9834BC,8940
2257,tambaram,"TN 07 BR 3211",E2806894000A6006EF01DC9A,1160
2258,tambaram,"TN 12 BB 1867",E280691500005020ED90F0BB,3360
2259,kumbakonam_micro,"Ward 8 (47)",E2004704DF006426A21D010D,350
2260,tambaram,"TN 09 DE 1159",E280691500004020ED9890BB,1355
2261,tambaram,"TN 09 DE 1158",E2806894000A7006EF08B4D8,1445
2262,tambaram_micro,"TN 09 DE 1158",E2806894000A7006EF08B4D8,1445
2263,tambaram_micro,"TN 09 DE 1159",E280691500004020ED9890BB,1355
2264,tambaram_micro,"TN 12 BB 1867",E280691500005020ED90F0BB,3360
2265,tambaram_micro,"TN 07 BR 3211",E2806894000A6006EF01DC9A,1160
2266,tambaram_micro,"TN 12 BB 1873",E280691500004020ED9444BE,3460
2267,tambaram_micro,"TN 38 DM 4390",E280691500004020ED9834BC,8940
2268,tambaram_micro,"TN 38 DM 4390",E2806894000A7006EF095E09,8940
2269,tambaram_micro,"TN 12 BB 1810",E280691500004020ED9280BC,3650
2276,tambaram_micro,"TN 11 AK 5430",E2806894000A6006EF07BC9A,1325
2277,tambaram_micro,"TN 11 BK 7963",E2806894000A6006EF08E506,1995
2278,tambaram_micro,"TN 09 DC 7830",E280691500004020ED98D0BC,710
2279,tambaram_micro,"TN 09 DE 1130",E280691500004020ED9638BB,1320
2280,tambaram_micro,"TN 11 BD 7273",E280691500004020ED9728BD,695
2281,tambaram_micro,"TN 38 DM 4390",E2806894000A6006EF08C967,8940
2282,tambaram_micro,"TN 09 DE 1168",E280691500005020ED9254BE,1355
2283,tambaram_micro,"TN 11 BD 7758",E2806894000A7006EF07C213,700
2284,tambaram_micro,"TN 09 DC 7495",E2806894000A6006EF08F601,1190
2285,tambaram_micro,"TN 21 X 6318",E280691500005020ED9100BC,3480
2286,tambaram_micro,"TN 21 AJ 5241",E2806894000A6006EF09519E,1200
2287,tambaram_micro,"TN 11 AA 5220",E280691500005020ED9624BB,1130
2288,tambaram_micro,"TN 64 AA 7529",E280691500004020ED91D4BD,1430
2289,tambaram_micro,"TN 12 BB 1867",E280691500004020ED9570BB,3360
2290,tambaram_micro,"TN 22 BY 8483",E280691500004020ED92FCBE,1120
2291,tambaram_micro,"TN 11 AH 5765",E280691500004020ED92C4BC,1185
2292,tambaram_micro,"TN 85 H 4446",E280691500004020ED9398BE,1200
2293,tambaram_micro,"TN 09 DD 2851",E280691500004020ED9310BD,1395
2294,tambaram_micro,"TN 10 R 0370",E280691500004020ED91A0BB,1150
2295,tambaram_micro,"TN 20 AU 0420",E280691500005020ED98F4BB,1200
2296,tambaram_micro,"TN 11 AZ 8956",E280691500004020ED9828BB,1270
2297,tambaram_micro,"TN 09 DE 1135",E2806894000A6006EF023E74,1375
2298,tambaram_micro,"TN 11 AZ 8966",E280691500005020ED9828BB,1270
2299,tambaram_micro,"TN 11 BD 7502",E280691500005020ED9500BB,705
2300,tambaram_micro,"TN 11 AZ 8960",E280691500004020ED98A8BC,1250
2301,tambaram_micro,"TN 11 AH 5713",E280691500005020ED962CBC,1135
2302,tambaram_micro,"TN 22 BX 3570",E280691500005020ED9214BC,1200
2303,tambaram_micro,"TN 11 AH 5740",E280691500005020ED9174BC,1140
2304,tambaram_micro,"TN 12 BB 1872",E2806894000A6006EF0988E4,3460
2305,tambaram_micro,"TN 11 BA 1879",E2806894000A6006EF021653,1200
2306,tambaram_micro,"TN 21 BU 6720",E280691500004020ED91C4BC,3700
2307,tambaram_micro,"TN 04 AC 7609",E2806894000A7006EF019D6D,1300
2308,tambaram_micro,"TN 22 BY 7330",E2806894000A6006EF02FE8B,1095
2309,tambaram_micro,"TN 11 AP 7314",E2806894000A7006EF0960F7,1110
2310,tambaram_micro,"TN 22 CC 4547",E2806894000A7006EF09C989,1550
2311,tambaram_micro,"TN 12 BB 1833",E2806894000A6006EF07DC71,3190
2312,tambaram_micro,"TN 09 DC 7798",E2806894000A6006EF0225FA,710
2313,tambaram_micro,"TN 11 BK 0785",E2806894000A6006EF00697D,1250
2314,tambaram,"TN 11 AZ 8926",E2806894000A7006EF045A5C,1200
2317,thanjavur,"TN 49 BS 5933",E280691500005020ED9800BC,1100
2318,thanjavur,"TN  49 CE 2362",E280691500004020ED92D0BC,1200
2319,thanjavur,"TN 49 CE 3166",E280691500004020ED90D0BB,1100
2320,thanjavur,"TN 49 CE 2320",E280691500004020ED92FCBB,1100
2321,thanjavur,"TN 49 CE 3495",E280691500005020ED9524BD,1100
2322,thanjavur,"TN 49 BS 5936",E280691500005020ED915CBC,1000
2323,thanjavur,"TN 49 L 3850",E280691500005020ED9308BC,2500
2324,thanjavur,"TN 49 CE 3178",E280691500005020ED9408BE,1200
2325,thanjavur,"TN 49 CE 3177",E280691500004020ED9798BA,1100
2326,thanjavur,"TN 49 CE 3496",E280691500005020ED97ECBD,1200
2327,thanjavur,"TN 49 CE 2077",E280691500004020ED98F4BC,1200
2328,thanjavur,"TN 49 CE 2561",E280691500005020ED9384BE,1100
2329,thanjavur,"TN 49 CE 2522",E280691500004020ED9558BB,1200
2330,thanjavur,"TN 49 BS 5902",E280691500004020ED92CCBD,1100
2331,thanjavur,"TN 49 CE 3475",E280691500004020ED98FCBB,1100
2332,thanjavur,"TN 49 BD 3387",E280691500005020ED9190BC,3200
2333,thanjavur,"TN 18 BD 2291",E2806894000A6006EF08105C,3200
2334,thanjavur,"TN 49 CE 2367",E2806894000A6006EF07525A,1200
2335,thanjavur,"TN 49 CE 2064",E2806894000A6006EF0569C3,1100
2336,thanjavur,"TN 49 CE 2097",E280691500004020ED97A4BC,1200
2337,thanjavur,"TN 49 BS 5956",E2806894000A6006EF028909,1000
2338,thanjavur,"TN 49 BS 5963",E280691500005020ED957CBC,1000
2339,thanjavur,"TN 11 F 3867",E2806894000A6006EF0738B8,10010
2341,thanjavur,"TN 49 CE 3453",E280691500004020ED966CBC,1200
2342,thanjavur,"TN 49 CE 2863",E2806894000A7006EF09BDC7,1100
2343,thanjavur,"TN 18 BD 2239",E2806894000A6006EF07AD27,3200
2345,thanjavur,"TN 49 CE 2577",E2806894000A7006EF092164,1200
2346,thanjavur,"TN 49 CM 1953",E2806894000A6006EF089CFE,3500
2347,thanjavur,"TN 49 CE 3195",E2806894000A6006EF02D5B2,1200
2348,thanjavur,"TN 49 CE 2083",E28069952000500662D6D271,1200
2349,thanjavur,"TN 49 CE 3120",E28069952000400662D1EA6E,1200
2350,thanjavur,"TN 49 BS 5937",E280691500005020ED91F4BE,1200
2351,thanjavur,"TN 49 CE 2890",E280691500005020ED9788BC,1000
2352,thanjavur,"TN 49 CE 2061",E280691500004020ED9558BD,1100
2353,thanjavur,"TN 49 BS 5932",E2806894000A7006EF0809A5,1000
2355,thanjavur,"TN 49 CE 3117",E2806894000A7006EF06C8BE,1100
2357,thanjavur,"TN 49 CE 2896",E280691500005020ED9108BB,1000
2358,thanjavur,"TN 49 CE 2804",E2806894000A6006EF0768C5,1100
2359,tambaram,"TN 11 AY 9357",E280691500005020ED98A0BC,1245
2360,thanjavur,"TN 49 BS 5983",E280691500005020ED9360BE,1030
2361,tambaram,"TN 11 AK 5418",E2806894000A6006EF02ED23,1200
2363,thanjavur,"TN 49 AB 5571",E2806894000A7006EF0808A8,2200
2366,thanjavur,"TN 49 CE 3174",E2806894000A6006EF00912A,1100
2367,tiruppur,"TN 42 AM 5632",E280691500004020ED91F0BE,7860
2368,thanjavur,"TN 49 CE 2494",E2806894000A6006EF07BD68,1100
2369,tambaram,"TN 69 BS 5163",E280691500004020ED96D8BA,1125
2370,thanjavur,"TN 49 BS 5923",E280691500004020ED98ACBD,1100
2371,tambaram,"TN 11 AH 7962",E280691500005020ED9390BD,1125
2372,tuty,"TN 69 AJ 5087",E20047068BE06426BCEB0113,2000
2373,thanjavur,"TN 49 CE 3169",E280691500005020ED93FCBE,1100
2374,tambaram,"TN 20 AD 5900",E280691500005020ED92C8BD,1200
2375,thanjavur,"TN 49 CE 3458",E2806894000A6006EF08824C,1100
2376,tambaram,"TN 09 DC 7449",E280691500005020ED93CCBB,1155
2379,tambaram,"TN 19 AP 8309",E2806894000A6006EF09AD51,3640
2380,thanjavur,"TN 49 BS 5915",E2806894000A7006EF062DA4,1070
2381,thanjavur,"TN 49 BS 5940",E2806894000A7006EF0975E8,1010
2382,ourland,"TN 60 BY 1553",E28069952000400662D47E72,2755
2383,thanjavur,"TN 49 CE 3443",E280691500004020ED93B0BD,1180
2384,tambaram,"TN 04 AC 7609",E2806894000A7006EF0089AA,1300
2385,tambaram,"TN 04 AC 7609",E2806894000A6006EF095158,1300
2386,tambaram,"TN 85 H 4440",E280691500005020ED91A4BB,1200
2387,tambaram,"TN 11 BA 1873",E280691500004020ED92C0BE,1310
2388,tambaram,"TN 12 BB 1810",E2806894000A6006EF06D14B,3650
2389,tambaram,"TN 07 BL 2918",E280691500005020ED912CBE,1230
2390,tiruppur,"TN 42 T 1408",E2806894000A60060EF00F936,9340
2391,tiruppur,"TN 42 U 9772",E280691500005020ED91D8BC,9110
2392,tiruppur,"TN 42 Q 8744",E2806894000A60060EF077663,8900
2393,tiruppur,"TN 37 BK 9801",E280691500004020ED90CCBC,8610
2394,tiruppur,"TN 60 E 1004",0123,8240
2395,tiruppur,"TN 42 AX 1399",E2806894000A60060EF045902,13180
2396,tiruppur,"TN 40 W 6996",E280691500004020ED95C0BC,8670
2397,tiruppur,"TN 42 AX 9388",E280691500005020ED95BCBC,13100
2398,tiruppur,"TN 42 AA 7258",E2806894000A6006EF09A9C6,8990
2399,tiruppur,"TN 66 E 9175",E280691500005020ED93C4BC,12560
2400,tiruppur,"TN 42 P 8415",E280691500004020ED9494BC,8600
2401,tiruppur,"TN 42 H 7887",E280691500005020ED9738BD,8390
2402,tiruppur,"TN 41 S 6777",E2806894000A7006EF03044B,8630
2403,tiruppur,"TN 39 CL 1688",E2806894000A7006EF075522,9750
2404,tiruppur,"TN 19 F 5234",E2806894000A7006EF092935,12090
2405,tiruppur,"TN 28 AM 8958",E2806894000A7006EF08513E,9150
2406,tiruppur,"TN 57 AR 8282",E280691500005020ED91D0BB,1000
2407,tiruppur,"TN 42 AR 8496",E280691500005020ED96E8BC,15410
2408,tiruppur,"TN 38 BM 1972",E280691500004020ED934CBE,7550
2409,tiruppur,"TN 87 B 3974",E280691500005020ED97E8BC,8390
2410,tiruppur,"TN 57 J 4554",E2806894000A7006EF06EC87,7350
2411,tiruppur,"TN 21 AJ 6085",E280691500004020ED9200BE,8260
2412,tiruppur,"TN 30 V 6066",E280691500004020ED949CBD,8090
2413,tiruppur,"TN 60 E 1004",E2806894000A6006EF066D10,8240
2414,tiruppur,"TN 56 Q 5617",E2806894000A6006EF01CE1D,7670
2415,tiruppur,"TN 42 S 7887",E280691500005020ED90DCBC,8880
2416,tiruppur,"TN 42 AQ 3996",E280691500005020ED92D4BC,15350
2417,tiruppur,"TN 42 H 1251",E2806894000A7006EF017A49,8750
2418,tiruppur,"TN 37 BA 3294",E2806894000A7006EF09C19A,8740
2419,tiruppur,"TN 42 AZ 9505",E2806894000A6006EF0949BF,10040
2420,tiruppur,"TN 42 H 2599",E2806894000A501569198548,8400
2421,tiruppur,"TN 34 Z 1665",E2806894000A7006EF08D8C6,8930
2422,tiruppur,"TN 40 Y 6810",E280691500003020ED9628BB,8130
2423,tiruppur,"TN 52 5868",E2806894000A6006EF08E0B4,8710
2424,tiruppur,"TN 12 B 0747",E2806894000A7006EF0701E9,8730
2425,tiruppur,"TN 48 W 9426",E2806894000A7006EF066652,9150
2426,tiruppur,"TN 30 AV 6781",E2806894000A7006EF06A8B2,8630
2427,tiruppur,"TN 57 AT 6285",E280691500005020ED9488BC,9010
2428,tiruppur,"TN 42 AR 1215",E280691500005020ED90BCBC,15070
2429,tiruppur,"TN 88 K 6558",E280691500005020ED9748BC,8390
2430,tiruppur,"TN 42 B 5395",E280691500005020ED9558BC,8980
2431,tiruppur,"TN 42 AX 9488",E280691500005020ED95F8BC,12140
2432,tambaram,"TN 12 BB 1867",E2806894000A6006EF089902,3360
2433,thanjavur,"TN 49 CJ 5598",E280691500004020ED9884BB,2825
2434,tambaram,"TN 85 H 5117",E2806894000A6006EF03C1F1,1215
2435,tiruppur,"TN 31 BY 1999",E2806894000A6006EF07DD54,8630
2436,ourland,"TN 58 AT 5492",E28069952000400662D6D26E,3100
2437,tambaram,"TN 22 BZ 7870",E2806894000A6006EF04D0CA,1255
2438,tambaram_micro,"TN 22 BZ 7870",E2806894000A6006EF04D0CA,1255
2439,tambaram,"TN 09 DE 1159",E280691500004020ED96D4BA,1355
2440,tambaram,"TN 10 V 2046",E2806894000A6006EF0740CC,1175
2441,thanjavur,"TN 88 J 8975",E2806894000A6006EF08DD37,2000
2442,tambaram,"TN 12 BB 1810",E2806894000A7006EF085880,3650
2444,tambaram,"TN 21 AU 9537",E2806894000A6006EF053E4F,1345
2445,thanjavur,"TN 20 CD 9336",E28069952000400662D84272,7000
2446,thanjavur,"TN 11 F 3867",E280691500005020ED98D4BA,10100
2448,thanjavur,"TN 49 CE 3459",E2806894000A6006EF027606,1100
2449,ourland,"TN 58 BP 0851",E2806894000A6006EF08D9C9,12000
2451,tambaram,"TN 12 BB 1840",E280691500004020ED94CCBB,3670
2452,hosur,"TN 29 CS 4147",E280691500005020ED9650BB,3100
2453,ourland,"TN 58 BL 0617",E28069952000400662D74E72,11800
2454,tambaram,"TN 11 AA 5220",E280691500005020ED928CBE,1130
2455,tambaram,"TN 73 AE 3148",E280691500004020ED9780BA,3150
2456,kumbakonam,"TN 06 AF 1868(PVT)",E20047067AA06426BBD7010F,1100
2457,kumbakonam,"TN 06 AF 1833(PVT)",E2806894000A6006EF066861,1050
2458,tambaram,"TN 11 BA 1809",E2806894000A7006EF072A58,1330
2459,tambaram,"TN 69 BS 5166",E280691500005020ED9574BB,1240
2460,tambaram,"TN 12 BB 1840",E280691500004020ED9488BD,3670
2461,kumbakonam,"TN 06 AF 1878 (PVT)",E200470519706426A5C40110,1050
2462,tambaram,"TN 22 BV 8748",E280691500005020ED953CBB,1300
2463,tambaram,"TN 12 BB 1833",E280691500005020ED9660BB,3320
2465,ourland,"TN 31 K 5485",E2806894000A7006EF025082,2900
2467,tambaram,"TN 03 J 4498",E2806894000A6006EF022C90,1200
2468,tambaram,"TN 11 BK 0785",E280691500005020ED9530BB,1200
2469,tambaram,"TN 09 DE 1120",E280691500004020ED9714BB,1410
2471,tambaram,"TN 11 BA 1874",E280691500004020ED9460BB,1250
2472,kumbakonam,"TN 68 Z 3882",E200470621B06426B6480113,1100
2473,tambaram,"TN 12 BB 1854",E2806894000A6006EF09313B,3370
2474,tambaram_micro,"TN 11 BA 1874",E280691500004020ED9460BB,1250
